EMAIL_NAME,EMAIL_SCORE,REQUIRED_SCORE,MATCHING_RULES
79.eml,0.67/5.00,(BAYES_99|HAS_AVISO_ON_BODY|HAS_XUNTA_ON_BODY|HAS_LATE_ON_BODY|HAS_SISTEMA_ON_BODY|HAS_INFORMACION_ON_BODY|HAS_UVIGO_ON_BODY|HAS_ONLY_ON_BODY|HAS_SITIO_ON_BODY|HAS_NAME_ON_BODY|HAS_ALTA_ON_BODY|HAS_ISO_ON_SUBJECT|HAS_AVISO_ON_HEADER|HAS_SERVICIO_ON_BODY|HAS_DEIXAR_ON_BODY|HAS_ADMINISTRADOR_ON_BODY|HAS_DISTRIBUCION_ON_BODY|HAS_CORREO_ON_BODY|HAS_PERSONA_ON_BODY|HAS_MENSAXE_ON_BODY|HAS_LISTA_ON_BODY)
7.eml,3.88/5.00,(HAS_LATE_ON_BODY|HAS_DATABASE_ON_BODY|HAS_UVIGO_ON_BODY|HAS_NAME_ON_BODY|HAS_SYSTEM_ON_BODY|HAS_PLEASE_ON_BODY|HAS_REVIEW_ON_HEADER|HAS_CONTACT_ON_BODY|HAS_INSTITUTE_ON_BODY)
80.eml,1.28/5.00,(BAYES_99|HAS_AVISO_ON_BODY|HAS_SISTEMA_ON_BODY|HAS_INFORMACION_ON_BODY|HAS_UVIGO_ON_BODY|HAS_ONLY_ON_BODY|HAS_SITIO_ON_BODY|HAS_NAME_ON_BODY|HAS_ALTA_ON_BODY|HAS_CURSO_ON_BODY|HAS_ISO_ON_SUBJECT|HAS_AVISO_ON_HEADER|HAS_CAMPUS_ON_HEADER|HAS_SERVICIO_ON_BODY|HAS_DEIXAR_ON_BODY|HAS_ADMINISTRADOR_ON_BODY|HAS_DISTRIBUCION_ON_BODY|HAS_CORREO_ON_BODY|HAS_PERSONA_ON_BODY|HAS_ACEPTAR_ON_BODY|HAS_MENSAXE_ON_BODY|HAS_LISTA_ON_BODY)
81.eml,-1.03/5.00,(HAS_AVISO_ON_BODY|HAS_LATE_ON_BODY|HAS_SISTEMA_ON_BODY|HAS_INFORMACION_ON_BODY|HAS_UVIGO_ON_BODY|HAS_ONLY_ON_BODY|HAS_SITIO_ON_BODY|HAS_NAME_ON_BODY|HAS_ALTA_ON_BODY|HAS_CURSO_ON_BODY|HAS_DURANTE_ON_BODY|HAS_ISO_ON_SUBJECT|HAS_AVISO_ON_HEADER|HAS_CAMPUS_ON_HEADER|HAS_SERVICIO_ON_BODY|HAS_DEIXAR_ON_BODY|HAS_ADMINISTRADOR_ON_BODY|HAS_DISTRIBUCION_ON_BODY|HAS_CORREO_ON_BODY|HAS_PERSONA_ON_BODY|HAS_MENSAXE_ON_BODY|HAS_LISTA_ON_BODY)
82.eml,0.00/5.00,()
83.eml,2.54/5.00,(HAS_LATE_ON_BODY|HAS_SISTEMA_ON_BODY|HAS_INFORMACION_ON_BODY|HAS_EMPRESA_ON_BODY|HAS_UVIGO_ON_BODY|HAS_ONLY_ON_BODY|HAS_SITIO_ON_BODY|HAS_NAME_ON_BODY|HAS_GALEGO_ON_BODY|HAS_CURSO_ON_BODY|HAS_VIDA_ON_BODY|HAS_SERVICIO_ON_BODY|HAS_ADMINISTRADOR_ON_BODY|HAS_DISTRIBUCION_ON_BODY|HAS_CORREO_ON_BODY|HAS_PERSONA_ON_BODY|HAS_COMUNIDADE_ON_BODY|HAS_LISTA_ON_BODY|HAS_BUSINESS_ON_BODY)
84.eml,2.90/5.00,(BAYES_99|HAS_AVISO_ON_BODY|HAS_LATE_ON_BODY|HAS_SISTEMA_ON_BODY|HAS_INFORMACION_ON_BODY|HAS_UVIGO_ON_BODY|HAS_ONLY_ON_BODY|HAS_SITIO_ON_BODY|HAS_NAME_ON_BODY|HAS_ALTA_ON_BODY|HAS_VIDA_ON_BODY|HAS_ISO_ON_SUBJECT|HAS_AVISO_ON_HEADER|HAS_SERVICIO_ON_BODY|HAS_DEIXAR_ON_BODY|HAS_ADMINISTRADOR_ON_BODY|HAS_DISTRIBUCION_ON_BODY|HAS_CORREO_ON_BODY|HAS_PERSONA_ON_BODY|HAS_MENSAXE_ON_BODY|HAS_LISTA_ON_BODY)
85.eml,-4.96/5.00,(BAYES_99|HAS_AVISO_ON_BODY|HAS_ESCOLA_ON_BODY|HAS_SISTEMA_ON_BODY|HAS_INFORMACION_ON_BODY|HAS_UVIGO_ON_BODY|HAS_CURSO_ON_BODY|HAS_ISO_ON_SUBJECT|HAS_AVISO_ON_HEADER|HAS_SERVICIO_ON_BODY|HAS_DEIXAR_ON_BODY|HAS_ADMINISTRADOR_ON_BODY|HAS_DISTRIBUCION_ON_BODY|HAS_CORREO_ON_BODY|HAS_MENSAXE_ON_BODY|HAS_LISTA_ON_BODY)
86.eml,-0.18/5.00,(HAS_AVISO_ON_BODY|HAS_LATE_ON_BODY|HAS_SISTEMA_ON_BODY|HAS_INFORMACION_ON_BODY|HAS_UVIGO_ON_BODY|HAS_ONLY_ON_BODY|HAS_SITIO_ON_BODY|HAS_FORMULARIO_ON_BODY|HAS_NAME_ON_BODY|HAS_ALTA_ON_BODY|HAS_ISO_ON_SUBJECT|HAS_AVISO_ON_HEADER|HAS_SERVICIO_ON_BODY|HAS_DEIXAR_ON_BODY|HAS_ADMINISTRADOR_ON_BODY|HAS_DISTRIBUCION_ON_BODY|HAS_CORREO_ON_BODY|HAS_PERSONA_ON_BODY|HAS_MENSAXE_ON_BODY|HAS_LISTA_ON_BODY)
87.eml,-4.82/5.00,(HAS_AVISO_ON_BODY|HAS_EUROS_ON_BODY|HAS_SISTEMA_ON_BODY|HAS_INFORMACION_ON_BODY|HAS_EMPRESA_ON_BODY|HAS_UVIGO_ON_BODY|HAS_CURSO_ON_BODY|HAS_ISO_ON_SUBJECT|HAS_AVISO_ON_HEADER|HAS_SERVICIO_ON_BODY|HAS_DEIXAR_ON_BODY|HAS_ADMINISTRADOR_ON_BODY|HAS_DISTRIBUCION_ON_BODY|HAS_CORREO_ON_BODY|HAS_MENSAXE_ON_BODY|HAS_LISTA_ON_BODY)
88.eml,11.60/5.00,(BAYES_95|HAS_EUROS_ON_BODY|HAS_SISTEMA_ON_BODY|HAS_INFORMACION_ON_BODY|HAS_UVIGO_ON_BODY|HAS_ONLY_ON_BODY|HAS_SITIO_ON_BODY|HAS_NAME_ON_BODY|HAS_CURSO_ON_BODY|HAS_PLEASE_ON_BODY|HAS_DURANTE_ON_BODY|HAS_VIDA_ON_BODY|HAS_ISO_ON_SUBJECT|HAS_SERVICIO_ON_BODY|HAS_MENSAJE_ON_BODY|HAS_ADMINISTRADOR_ON_BODY|HAS_DISTRIBUCION_ON_BODY|HAS_CORREO_ON_BODY|HAS_PERSONA_ON_BODY|HAS_MENSAXE_ON_BODY|HAS_CONTACT_ON_BODY|HAS_LISTA_ON_BODY|HAS_BUSINESS_ON_BODY)
89.eml,0.32/5.00,(BAYES_99|HAS_AVISO_ON_BODY|HAS_LATE_ON_BODY|HAS_SISTEMA_ON_BODY|HAS_INFORMACION_ON_BODY|HAS_UVIGO_ON_BODY|HAS_ONLY_ON_BODY|HAS_SITIO_ON_BODY|HAS_NAME_ON_BODY|HAS_ALTA_ON_BODY|HAS_ISO_ON_SUBJECT|HAS_AVISO_ON_HEADER|HAS_SERVICIO_ON_BODY|HAS_DEIXAR_ON_BODY|HAS_ADMINISTRADOR_ON_BODY|HAS_DISTRIBUCION_ON_BODY|HAS_CORREO_ON_BODY|HAS_PERSONA_ON_BODY|HAS_COMUNIDADE_ON_BODY|HAS_MENSAXE_ON_BODY|HAS_LISTA_ON_BODY)
8.eml,3.91/5.00,(HAS_SEMINARIO_ON_BODY|HAS_TIEMPO_ON_BODY|HAS_UVIGO_ON_BODY|HAS_ACUERDO_ON_BODY|HAS_DAVID_ON_BODY|HAS_NAME_ON_BODY|HAS_ISO_ON_SUBJECT|HAS_ERASMUS_ON_HEADER|HAS_MENSAJE_ON_BODY|HAS_MIGUEL_ON_BODY|HAS_ORIGINAL_ON_BODY|HAS_MENSAXE_ON_BODY|HAS_CONFIDENTIAL_ON_BODY)
90.eml,2.20/5.00,(HAS_AVISO_ON_BODY|HAS_LATE_ON_BODY|HAS_SISTEMA_ON_BODY|HAS_INFORMACION_ON_BODY|HAS_SEMINARIO_ON_BODY|HAS_UVIGO_ON_BODY|HAS_ONLY_ON_BODY|HAS_SITIO_ON_BODY|HAS_NAME_ON_BODY|HAS_ALTA_ON_BODY|HAS_CURSO_ON_BODY|HAS_ISO_ON_SUBJECT|HAS_AVISO_ON_HEADER|HAS_SERVICIO_ON_BODY|HAS_MENSAJE_ON_BODY|HAS_DEIXAR_ON_BODY|HAS_ADMINISTRADOR_ON_BODY|HAS_DISTRIBUCION_ON_BODY|HAS_CORREO_ON_BODY|HAS_PERSONA_ON_BODY|HAS_MENSAXE_ON_BODY|HAS_LISTA_ON_BODY)
91.eml,6.11/5.00,(BAYES_99|HAS_CURSO_ON_BODY|HAS_ISO_ON_SUBJECT)
92.eml,9.16/5.00,(BAYES_99|HAS_OFFER_ON_BODY|HAS_LATE_ON_BODY|HAS_UVIGO_ON_BODY|HAS_DAVID_ON_BODY|HAS_NAME_ON_BODY|HAS_SYSTEM_ON_BODY|HAS_ONLINE_ON_BODY|HAS_PLEASE_ON_BODY|HAS_CONTACT_ON_BODY)
93.eml,9.40/5.00,(BAYES_80|HAS_LATE_ON_BODY|HAS_ONLY_ON_BODY|HAS_SITIO_ON_BODY|HAS_NAME_ON_BODY|HAS_SYSTEM_ON_BODY|HAS_PLEASE_ON_BODY|HAS_CORREO_ON_BODY|HAS_PERSONA_ON_BODY|HAS_CONTACT_ON_BODY)
94.eml,-0.61/5.00,(BAYES_99|HAS_AVISO_ON_BODY|HAS_SISTEMA_ON_BODY|HAS_INFORMACION_ON_BODY|HAS_UVIGO_ON_BODY|HAS_FORMULARIO_ON_BODY|HAS_NAME_ON_BODY|HAS_MOMENTO_ON_BODY|HAS_DURANTE_ON_BODY|HAS_SERVICIO_ON_BODY|HAS_DEIXAR_ON_BODY|HAS_ADMINISTRADOR_ON_BODY|HAS_DISTRIBUCION_ON_BODY|HAS_CORREO_ON_BODY|HAS_MENSAXE_ON_BODY|HAS_LISTA_ON_BODY)
95.eml,-6.80/5.00,(HAS_AVISO_ON_BODY|HAS_ESCOLA_ON_BODY|HAS_SISTEMA_ON_BODY|HAS_INFORMACION_ON_BODY|HAS_UVIGO_ON_BODY|HAS_SITIO_ON_BODY|HAS_VIDA_ON_BODY|HAS_ISO_ON_SUBJECT|HAS_AVISO_ON_HEADER|HAS_SERVICIO_ON_BODY|HAS_DEIXAR_ON_BODY|HAS_ADMINISTRADOR_ON_BODY|HAS_DISTRIBUCION_ON_BODY|HAS_CORREO_ON_BODY|HAS_MENSAXE_ON_BODY|HAS_LISTA_ON_BODY)
96.eml,3.02/5.00,(BAYES_99|HAS_AVISO_ON_BODY|HAS_LATE_ON_BODY|HAS_SISTEMA_ON_BODY|HAS_INFORMACION_ON_BODY|HAS_UVIGO_ON_BODY|HAS_ONLY_ON_BODY|HAS_SITIO_ON_BODY|HAS_NAME_ON_BODY|HAS_ALTA_ON_BODY|HAS_ISO_ON_SUBJECT|HAS_AVISO_ON_HEADER|HAS_SERVICIO_ON_BODY|HAS_IMAGES_ON_BODY|HAS_DEIXAR_ON_BODY|HAS_ADMINISTRADOR_ON_BODY|HAS_DISTRIBUCION_ON_BODY|HAS_CORREO_ON_BODY|HAS_PERSONA_ON_BODY|HAS_MENSAXE_ON_BODY|HAS_LISTA_ON_BODY)
97.eml,0.54/5.00,(BAYES_99|HAS_AVISO_ON_BODY|HAS_SISTEMA_ON_BODY|HAS_INFORMACION_ON_BODY|HAS_SEMINARIO_ON_BODY|HAS_EMPRESA_ON_BODY|HAS_UVIGO_ON_BODY|HAS_CURSO_ON_BODY|HAS_DURANTE_ON_BODY|HAS_VIDA_ON_BODY|HAS_ISO_ON_SUBJECT|HAS_AVISO_ON_HEADER|HAS_SERVICIO_ON_BODY|HAS_DEIXAR_ON_BODY|HAS_ADMINISTRADOR_ON_BODY|HAS_DISTRIBUCION_ON_BODY|HAS_CORREO_ON_BODY|HAS_MENSAXE_ON_BODY|HAS_LISTA_ON_BODY)
98.eml,7.17/5.00,(BAYES_99|HAS_SERVICIOS_ON_BODY|HAS_LATE_ON_BODY|HAS_SISTEMA_ON_BODY|HAS_INFORMACION_ON_BODY|HAS_UVIGO_ON_BODY|HAS_ONLY_ON_BODY|HAS_SITIO_ON_BODY|HAS_NAME_ON_BODY|HAS_ALTA_ON_BODY|HAS_AVOID_ON_BODY|HAS_SERVICIO_ON_BODY|HAS_IMAGES_ON_BODY|HAS_ADMINISTRADOR_ON_BODY|HAS_DISTRIBUCION_ON_BODY|HAS_CORREO_ON_BODY|HAS_PERSONA_ON_BODY|HAS_LISTA_ON_BODY)
99.eml,-9.18/5.00,(BAYES_99|HAS_PROL_ON_BODY|HAS_AVISO_ON_BODY|HAS_ESCOLA_ON_BODY|HAS_SISTEMA_ON_BODY|HAS_INFORMACION_ON_BODY|HAS_UVIGO_ON_BODY|HAS_SITIO_ON_BODY|HAS_ISO_ON_SUBJECT|HAS_AVISO_ON_HEADER|HAS_CAMPUS_ON_HEADER|HAS_SERVICIO_ON_BODY|HAS_DEIXAR_ON_BODY|HAS_ADMINISTRADOR_ON_BODY|HAS_DISTRIBUCION_ON_BODY|HAS_CORREO_ON_BODY|HAS_COMUNIDADE_ON_BODY|HAS_MENSAXE_ON_BODY|HAS_LISTA_ON_BODY)
9.eml,7.36/5.00,(BAYES_99|HAS_COMPLETO_ON_BODY|HAS_EUROS_ON_BODY|HAS_SERVICIOS_ON_BODY|HAS_CLIENTES_ON_BODY|HAS_INFORMACION_ON_BODY|HAS_SITIO_ON_BODY|HAS_REGIONAL_ON_BODY|HAS_SERVICIO_ON_BODY|HAS_CORREO_ON_BODY|HAS_SALARIO_ON_BODY)
